ECG1,ECG2,ECG3
-8.4458356e-05,-2.2202015e-05,-7.743931e-05
0.00045143845,-2.0523548e-05,0.00045006516
0.0003373008,-1.2131215e-05,0.0003444724
-9.559775e-05,-1.8845083e-05,-8.125401e-05
-0.00044686033,-1.4114858e-05,-0.0004245825
-0.00015953302,-1.7166616e-05,-0.00015129328
0.00041893675,-1.9913197e-05,0.00041466428
0.00037315942,-1.762438e-05,0.0003749905
-4.4632437e-05,-1.7471792e-05,-3.5324574e-05
-0.0004323645,-1.60985e-05,-0.00041893628
-0.00022896196,-1.7929555e-05,-0.00022652055
0.0003786526,-2.0828726e-05,0.0003636985
0.0004073391,-1.8539906e-05,0.00039436916
8.773804e-06,-1.5030385e-05,1.7547608e-06
-0.00040886548,-1.60985e-05,-0.00041039134
-0.00029549075,-1.9150259e-05,-0.00030495168
0.0003221941,-2.0523548e-05,0.00029366018
0.00043053343,-1.9150259e-05,0.00040413477
5.4550652e-05,-1.5182973e-05,3.3340933e-05
-0.00037880518,-7.400513e-06,-0.00039406397
-0.00035011818,-1.4267445e-05,-0.0003734646
0.0002619214,-1.8387318e-05,0.00021858598
0.00045220138,-1.3351918e-05,0.00041039183
0.00010795784,-1.24363905e-05,7.25565e-05
-0.00033897927,-1.4420033e-05,-0.00036888698
-0.00039314845,-1.8692494e-05,-0.00042778684
0.00019325543,-2.1286489e-05,0.00013969661
0.0004721904,-1.5335561e-05,0.0004171057
0.00016090632,-1.3351918e-05,0.00011253548
-0.00029289676,-1.4877797e-05,-0.0003331809
-0.00042427733,-1.2588978e-05,-0.00046547654
0.0001198597,-1.7929555e-05,6.019688e-05
0.0004785991,-2.5101186e-05,0.00041512205
0.00020485211,-1.396227e-05,0.00014869928
-0.00024849322,-1.2131215e-05,-0.00029777957
-0.0004560156,-1.7471792e-05,-0.0005048447
3.8071157e-05,-2.0218373e-05,-2.845812e-05
0.00046822312,-2.2202015e-05,0.000395895
0.00024376299,-1.5488149e-05,0.00017952253
-0.00020622589,-1.24363905e-05,-0.00026237871
-0.0004735637,-1.5488149e-05,-0.000524529
-4.4632437e-05,-2.5406362e-05,-0.000110857014
0.00045113327,-1.823473e-05,0.0003772793
0.00028557255,-1.7166616e-05,0.00021934892
-0.00015480281,-1.7776967e-05,-0.0002133975
-0.00047585252,-2.0828726e-05,-0.00052803854
-0.00012260629,-2.5711537e-05,-0.00018944073
0.00042153074,-2.0981313e-05,0.00034508278
0.0003199053,-1.9913197e-05,0.00025139237
-0.00010673667,-1.823473e-05,-0.00016777325
-0.00046913864,-1.7014028e-05,-0.00052178244
-0.00020057966,-2.0676138e-05,-0.0002645154
0.0003809414,-2.4338247e-05,0.0003047991
0.00035912087,-1.4114858e-05,0.00028892947
-5.882359e-05,-1.1978626e-05,-0.00012031746
-0.0004534216,-1.7776967e-05,-0.00050911715
-0.0002671094,-1.9150259e-05,-0.0003319602
0.00034157326,-1.6556263e-05,0.00026359988
0.00039070702,-1.5030385e-05,0.00031807425
-2.5177003e-06,-1.1520863e-05,-6.538487e-05
-0.00042061522,-1.396227e-05,-0.00047371627
-0.00032723,-1.7776967e-05,-0.0003873501
0.00029091313,-2.1133901e-05,0.00021599198
0.00042229367,-1.3657093e-05,0.00035057595
5.2261832e-05,-6.6375737e-06,-9.689332e-06
-0.00038033107,-1.5945912e-05,-0.00043511105
-0.0003736172,-1.5182973e-05,-0.00043373776
0.0002309456,-2.1744252e-05,0.00015526057
0.00044518188,-1.9913197e-05,0.00036964944
0.00010170174,-1.5945912e-05,3.7613394e-05
-0.00034309912,-1.8082143e-05,-0.00039665797
-0.00041939403,-2.1591664e-05,-0.00047371627
0.00016441585,-2.479601e-05,9.2392926e-05
0.00045998336,-1.6403676e-05,0.0003871975
0.0001586175,-1.5640737e-05,0.00010048104
-0.00028740359,-8.468628e-06,-0.0003369956
-0.0004448767,-1.6556263e-05,-0.0005007248
9.52921e-05,-2.2964956e-05,2.7542592e-05
0.00047631026,-1.3657093e-05,0.00042381955
0.00021889116,-1.1063099e-05,0.00020912457
-0.00022697831,-1.6251088e-05,-0.00021583893
-0.00044441893,-1.8082143e-05,-0.00042687132
3.6392692e-05,-1.7929555e-05,4.3106556e-05
0.00048668624,-1.4114858e-05,0.00048683884
0.00027580693,-1.1520863e-05,0.00028648807
-0.00017677594,-1.762438e-05,-0.00014473153
-0.00045799924,-1.2588978e-05,-0.00041451122
-5.638218e-05,-1.976061e-05,-4.6616078e-05
0.00044640258,-1.60985e-05,0.00043755246
0.00029152347,-2.1133901e-05,0.00029015017
-0.00014824152,-1.9150259e-05,-0.00013008309
-0.00047386886,-1.4267445e-05,-0.00044014645
-0.00014045907,-1.8845083e-05,-0.0001198597
0.00041481687,-1.4572621e-05,0.00041878416
0.00032646657,-1.6251088e-05,0.00032539846
-0.000103074555,-1.24363905e-05,-0.00010841561
-0.0004760051,-1.1673451e-05,-0.00048592378
-0.00022880937,-1.823473e-05,-0.00026665165
0.00036644508,-2.0065785e-05,0.0003171587
0.00036034157,-1.823473e-05,0.00032814505
-5.0126077e-05,-1.0147572e-05,-8.125401e-05
-0.00044930173,-1.2894154e-05,-0.00048165134
-0.00028572514,-2.4185658e-05,-0.0003281455
0.00032463553,-1.762438e-05,0.0002558179
0.00039070702,-1.5793325e-05,0.00029243898
-7.247925e-06,-1.4114858e-05,-0.000113756185
-0.00042885495,-9.689332e-06,-0.0005127793
-0.0003508811,-1.2131215e-05,-0.0004283972
0.00026039555,-1.5793325e-05,0.00016044856
0.00041680053,-1.2894154e-05,0.00032158376
5.0888542e-05,-1.3351918e-05,-3.4103872e-05
-0.00038384058,-1.1368275e-05,-0.00045815183
-0.00039909937,-1.7776967e-05,-0.00047569993
0.00020225812,-2.189684e-05,0.00010902596
0.00043663694,-1.5488149e-05,0.0003458457
0.00010383797,-1.2131215e-05,2.2507193e-05
-0.00034386208,-1.6556263e-05,-0.0004137483
-0.0004421301,-1.5945912e-05,-0.00051293185
0.00013008309,-1.5335561e-05,4.753161e-05
0.00044563963,-1.5182973e-05,0.00035759498
0.00015037776,-1.2283803e-05,8.003331e-05
-0.0003035784,-1.9150259e-05,-0.00036934472
-0.00046761276,-1.4877797e-05,-0.00052422384
5.1346306e-05,-1.4267445e-05,-3.1815052e-05
0.00045159104,-1.762438e-05,0.00037895777
0.00022331621,-1.9455434e-05,0.00014320613
-0.00019539167,-2.0828726e-05,-0.00022148468
-0.0004221411,-1.5182973e-05,-0.0003348594
7.179356e-05,-2.1439077e-05,0.0003574424
0.0005921264,-2.2354603e-05,0.0010498973
0.00045937303,-1.5488149e-05,0.0013025862
4.646349e-05,-1.2741566e-05,0.0012703901
-0.00025535966,-1.9455434e-05,0.0014251161
8.842564e-05,-2.037096e-05,0.0016420995
0.0005172043,-1.07579235e-05,0.0016420995
0.0002436104,-9.842396e-06,0.0016420995
-0.0003673611,-1.0452748e-05,0.00069542986
-0.00084252696,-8.926392e-06,-0.000636683
-0.00057702017,-1.8845083e-05,-0.00081368734
8.926392e-06,-1.7776967e-05,-0.00019935895
-1.1673451e-05,-1.5640737e-05,-0.00014396859
-0.00032799292,-1.8387318e-05,-0.00042671873
-0.00061928754,-8.926392e-06,-0.00068276504
-0.0003282981,-1.6403676e-05,-0.0003807888
0.00031761648,-1.6556263e-05,0.00032722953
0.00035774757,-1.3657093e-05,0.00038551906
-3.5934925e-05,-1.1368275e-05,1.2741089e-05
-0.0004398413,-8.31604e-06,-0.0004110017
-0.00029854252,-1.396227e-05,-0.00027962163
0.00031792166,-2.037096e-05,0.0003070879
0.00041634275,-1.6708851e-05,0.00041588498
3.1509877e-05,-1.2588978e-05,2.9678822e-05
-0.0003922329,-1.5030385e-05,-0.00038139918
-0.00034035256,-2.2507193e-05,-0.0003409629
0.0002759595,-2.845812e-05,0.00026390507
0.00045067552,-1.6861439e-05,0.0004373999
9.620762e-05,-1.7166616e-05,9.52921e-05
-0.0003461509,-2.0218373e-05,-0.0003386741
-0.00038292506,-2.3117544e-05,-0.0003749905
0.00021080305,-2.2507193e-05,0.00020119
0.00046944382,-2.1744252e-05,0.00046059373
0.00014427424,-1.7471792e-05,0.00014793636
-0.0003069353,-1.1673451e-05,-0.00029243898
-0.00042046263,-2.2049428e-05,-0.00040688182
0.0001384759,-1.5945912e-05,0.00013511849
0.00047386886,-1.5793325e-05,0.00047371627
0.00019386578,-1.3809681e-05,0.00020530987
-0.00025535966,-1.5182973e-05,-0.00023277666
-0.0004447241,-1.5945912e-05,-0.00041542674
7.026768e-05,-1.6708851e-05,8.461094e-05
0.0004834819,-1.8845083e-05,0.000495842
0.00025185014,-1.7471792e-05,0.00027763797
-0.00019478131,-1.7471792e-05,-0.0001587701
-0.00044396115,-1.6708851e-05,-0.00040062572
1.7547608e-06,-2.3117544e-05,3.3188346e-05
0.0004825664,-2.1439077e-05,0.0005103379
0.00030891897,-1.823473e-05,0.0003496604
-0.00014091683,-1.2894154e-05,-8.7204935e-05
-0.00044548704,-1.823473e-05,-0.00038323022
-7.408238e-05,-1.7319204e-05,-1.9608022e-05
0.00046105147,-1.7776967e-05,0.0005098801
0.00034905007,-1.1673451e-05,0.00041283324
-8.247471e-05,-1.2131215e-05,-3.5858156e-06
-0.0004322119,-1.4420033e-05,-0.0003395896
-0.00013969613,-1.1673451e-05,-5.1804545e-05
0.0004425879,-2.1439077e-05,0.00052788644
0.00039772608,-1.9150259e-05,0.00050148775
-1.6861439e-05,-1.396227e-05,0.000105211264
-0.00039894678,-1.1215688e-05,-0.00025719072
-0.00018974592,-1.9302846e-05,-4.4327262e-05
0.00042107297,-1.9608022e-05,0.0005645075
0.00045464278,-1.07579235e-05,0.00062035565
5.9128764e-05,-1.3046742e-05,0.00025108721
-0.00034874488,-1.2588978e-05,-0.00013206674
-0.00023369218,-1.6861439e-05,-2.975464e-06
0.0003849087,-2.2507193e-05,0.00062096596
0.0004999619,-1.1978626e-05,0.0007601281
0.00012809945,-1.07579235e-05,0.00041725827
-0.00030373098,-1.5030385e-05,1.5335083e-05
-0.00027550175,-1.762438e-05,5.8517937e-05
0.00033928442,-2.0676138e-05,0.00067742396
0.00053490547,-2.0676138e-05,0.00089211896
0.00018791486,-2.037096e-05,0.00057183224
-0.00025642777,-1.1215688e-05,0.00014900447
-0.00031059745,-1.396227e-05,0.00010368539
0.00027687504,-2.5864125e-05,0.000686122
0.0005547419,-1.7929555e-05,0.00097619585
0.0002422371,-1.1063099e-05,0.0006804757
-0.00020836211,-1.1215688e-05,0.0002434578
-0.00034752418,-1.3046742e-05,0.00010826302
0.00019707013,-2.693224e-05,0.00063622475
0.0005426874,-2.3880482e-05,0.0009783321
0.00026619388,-1.976061e-05,0.00069878675
-0.00019539167,-2.0218373e-05,0.00023186112
-0.0004137483,-1.6861439e-05,-6.027222e-06
7.392979e-05,-2.555895e-05,0.0004398413
0.0004935532,-2.1286489e-05,0.0008261996
0.00027016117,-1.5945912e-05,0.0005809875
-0.00018669416,-1.7319204e-05,0.00010170174
-0.00045952562,-1.7319204e-05,-0.00019905377
-3.50194e-05,-2.189684e-05,0.00017936993
0.00045510055,-1.7929555e-05,0.0006319523
0.00028709843,-1.2283803e-05,0.00044029905
-0.00015648127,-1.1978626e-05,-1.8082143e-05
-0.0004735637,-8.621216e-06,-0.0003560691
-0.00012153817,-2.1744252e-05,-4.1275503e-05
0.00042442992,-2.4490835e-05,0.0004772258
0.00032417776,-1.5640737e-05,0.00036324075
-0.000103074555,-1.5793325e-05,-6.721592e-05
-0.00046288254,-1.3046742e-05,-0.00042809203
-0.00020073225,-2.2812368e-05,-0.00018532087
0.00038384058,-2.0981313e-05,0.00037911037
0.0003635459,-4.653931e-06,0.00036034157
-5.2414896e-05,-1.3046742e-05,-5.1804545e-05
-0.0004499121,-2.1744252e-05,-0.00044777585
-0.0002657361,-2.3270131e-05,-0.00027290775
0.0003458457,-2.3575307e-05,0.0003235674
0.0003946743,-2.0981313e-05,0.00037819482
2.975464e-06,-1.7776967e-05,-2.2888185e-07
-0.00041695262,-1.762438e-05,-0.0004135957
-0.00032005788,-2.4185658e-05,-0.00032417823
0.0002947283,-1.9608022e-05,0.00027489138
0.0004285498,-1.899767e-05,0.00041741086
5.8671e-05,-1.5030385e-05,5.302477e-05
-0.0003795681,-1.5793325e-05,-0.0003749905
-0.00037132838,-2.189684e-05,-0.00036888698
0.0002323189,-2.2812368e-05,0.00021965409
0.00045159104,-1.823473e-05,0.00044060423
0.00010612679,-1.07579235e-05,0.00010200692
-0.0003421836,-1.0147572e-05,-0.00033501198
-0.00042259885,-1.4877797e-05,-0.00041542674
0.00015526057,-1.7319204e-05,0.00014839412
0.00045342208,-1.4267445e-05,0.0004409094
0.00014671565,-1.3504506e-05,0.00014473201
-0.0003032732,-7.553101e-06,-0.00029640627
-0.000458457,-1.1368275e-05,-0.00044945432
7.454014e-05,-1.6861439e-05,6.218052e-05
0.00045571092,-1.7319204e-05,0.0004373999
0.0001975279,-1.5793325e-05,0.00018837262
-0.00025291825,-1.6708851e-05,-0.00025429155
-0.00047661545,-1.4572621e-05,-0.00047783615
4.3487553e-06,-1.976061e-05,-1.9455434e-05
0.00045647385,-2.2812368e-05,0.00042504026
0.00024650956,-1.5030385e-05,0.00022255327
-0.00019737531,-1.1063099e-05,-0.00021492339
-0.00047829392,-9.842396e-06,-0.00049767306
-7.164097e-05,-1.7471792e-05,-0.00010795784
0.00043785764,-1.4267445e-05,0.0003910122
0.00028908206,-1.2588978e-05,0.00024559404
-0.00015693904,-1.4572621e-05,-0.00019218732
-0.00048790744,-1.7929555e-05,-0.00052315573
-0.0001586175,-1.4267445e-05,-0.00020805694
0.00040154078,-1.5793325e-05,0.00034126808
0.00031898977,-9.536743e-06,0.0002619214
-0.00010933114,-1.07579235e-05,-0.00016273737
-0.0004793625,-1.5182973e-05,-0.0005265126
-0.00023918535,-2.1133901e-05,-0.00029762698
0.00035545876,-2.2354603e-05,0.00028191044
0.000347219,-1.4572621e-05,0.00027901126
-6.4011576e-05,-2.1439077e-05,-0.00012413216
-0.00046334032,-1.60985e-05,-0.0005191884
-0.0003047991,-1.7471792e-05,-0.0003723965
0.00030922415,-1.3809681e-05,0.00022728348
0.000383688,-9.994984e-06,0.00030403616
-8.010865e-06,-1.4114858e-05,-7.957554e-05
-0.00042916014,-1.2741566e-05,-0.0004905014
-0.00036034157,-1.6251088e-05,-0.00043175413
0.000254292,-1.6251088e-05,0.00016350031
0.00041115476,-1.3504506e-05,0.00032646657
5.2109244e-05,-1.0147572e-05,-2.7542592e-05
-0.00038780787,-1.47252085e-05,-0.00045922044
-0.000404593,-2.1591664e-05,-0.00047859957
0.00020088482,-1.9913197e-05,0.000108720786
0.000441062,-1.6861439e-05,0.00035072851
0.00011573983,-1.4114858e-05,3.364611e-05
-0.0003360801,-1.5945912e-05,-0.0004108491
-0.00043526365,-1.2894154e-05,-0.0005060654
0.00013206674,-2.7237416e-05,4.2648793e-05
0.00045021775,-2.1744252e-05,0.00035790016
0.00015846491,-9.07898e-06,7.25565e-05
-0.00029518557,-1.6861439e-05,-0.0003746853
-0.00046929123,-2.0828726e-05,-0.0005440607
5.1498893e-05,-1.5640737e-05,-3.9902214e-05
0.00044563963,-1.4572621e-05,0.00034752418
0.00019707013,-1.4267445e-05,0.000105821615
-0.00025520707,-1.07579235e-05,-0.00033272317
-0.000488823,-1.3809681e-05,-0.000566186
-2.6016713e-05,-2.0676138e-05,-0.000118944175
0.00043373776,-2.5406362e-05,0.00033379128
0.00024193192,-2.1744252e-05,0.00015083552
-0.00020103742,-1.5182973e-05,-0.00028496218
-0.0004970627,-1.030016e-05,-0.00057671504
-0.00010643149,-1.9455434e-05,-0.00019981671
0.00041649534,-2.3117544e-05,0.00031181815
0.0002822156,-2.2507193e-05,0.00019096662
-0.00014930964,-1.9455434e-05,-0.000233387
-0.0004937058,-1.9913197e-05,-0.00057137397
-0.00018822003,-1.9302846e-05,-0.00028068974
0.000383688,-1.9913197e-05,0.00028023197
0.00032371999,-1.60985e-05,0.00022865678
-0.000100785735,-1.5182973e-05,-0.00018699933
-0.00048241427,-1.976061e-05,-0.000563592
-0.00025719072,-1.976061e-05,-0.00034630348
0.0003423362,-1.7319204e-05,0.0002434578
0.00036140968,-7.705688e-06,0.0002671094
-3.6697867e-05,-1.0147572e-05,-0.000120012286
-0.00044304563,-1.5030385e-05,-0.0005144577
-0.00030907156,-2.2964956e-05,-0.00039436916
0.0003110552,-1.9150259e-05,0.00020714093
0.00040810206,-1.6861439e-05,0.00031792166
2.8000357e-05,-1.4114858e-05,-2.4948598e-05
-0.0003936062,-1.6861439e-05,-0.0004110017
-0.00034431985,-1.976061e-05,-0.00035957864
0.00027138187,-1.8387318e-05,0.00024620438
0.00044655515,-2.0218373e-05,0.0004207678
9.162998e-05,-1.47252085e-05,7.8812605e-05
-0.00035515358,-1.6556263e-05,-0.0003562217
-0.00040184642,-1.6403676e-05,-0.00039024928
0.00018257428,-2.5864125e-05,0.00017021419
0.00043648435,-2.0676138e-05,0.000406271
0.000107500084,-1.7929555e-05,8.4458356e-05
-0.0003458457,-1.7166616e-05,-0.0003546958
-0.0004621196,-1.4572621e-05,-0.0004586096
0.000100633624,-1.976061e-05,8.339024e-05
0.00044426633,-1.319933e-05,0.0004245825
0.0001573968,-1.1673451e-05,0.00014213801
-0.00030067874,-8.010865e-06,-0.00032509377
-0.0004950791,-1.3809681e-05,-0.00053047994
1.197815e-05,-2.2507193e-05,-5.4856304e-05
0.00043190672,-1.5182973e-05,0.0003534751
0.00020027447,-1.1826039e-05,0.00014061213
-0.00025123978,-1.396227e-05,-0.0003057146
-0.0005043869,-1.7166616e-05,-0.0005645075
-6.0349466e-05,-2.1133901e-05,-0.00014290048
0.0004221411,-1.4572621e-05,0.00032875538
0.00024315262,-1.3504506e-05,0.00013069344
-0.00020302106,-1.7776967e-05,-0.00033653787
-0.000516594,-1.823473e-05,-0.00064034516
-0.0001363392,-2.5253774e-05,-0.00024940874
0.0003998623,-2.037096e-05,0.00027138187
0.00028282596,-1.1063099e-05,0.00016075374
-0.00014366342,-1.0910511e-05,-0.00025749588
-0.0004981308,-1.319933e-05,-0.000601892
-0.0002133975,-1.8539906e-05,-0.00033119728
0.00036583474,-2.2812368e-05,0.0002347603
0.00032326224,-1.9150259e-05,0.00020332623
-9.758139e-05,-9.994984e-06,-0.0002071414
-0.00048516085,-8.31604e-06,-0.0005841918
-0.00028664066,-1.47252085e-05,-0.00040047313
0.0003186846,-2.0523548e-05,0.00019417096
0.00035576394,-2.2049428e-05,0.00023811722
-4.2038442e-05,-1.3351918e-05,-0.00014625741
-0.0004573889,-9.689332e-06,-0.00055809884
-0.00034508278,-2.0676138e-05,-0.00044151975
0.00027016117,-2.2507193e-05,0.00014518977
0.0003896389,-1.5945912e-05,0.00028053715
2.479601e-05,-1.6403676e-05,-8.903647e-05
-0.00037026027,-1.2894154e-05,-0.0004438086
-0.00032921362,-2.037096e-05,-0.0003397422
0.00029671192,-2.342272e-05,0.00046654465
0.00054528145,-1.7319204e-05,0.0008695355
0.0002697034,-1.4572621e-05,0.0009177537
-0.00012565804,-1.6403676e-05,0.00089944317
-0.00017433453,-2.4643423e-05,0.0013311205
0.00038673976,-1.7014028e-05,0.0016420995
0.00059304194,-3.2806397e-06,0.0016420995
0.00016609431,-5.2642827e-06,0.0016420995
-0.00046425583,-1.07579235e-05,0.00084512145
-0.0007570763,-1.24363905e-05,-0.00027626468
-0.00028450444,-1.3657093e-05,-0.00046822312
8.247471e-05,-1.4420033e-05,-0.00021278716
-0.00016533137,-1.3351918e-05,-0.00033913186
-0.00055046944,-1.2588978e-05,-0.0006794081
-0.0006571298,-1.5640737e-05,-0.0007480736
-9.468222e-05,-2.0523548e-05,-0.00021843292
0.0003975735,-2.4490835e-05,0.00033058645
0.00020851422,-2.0676138e-05,0.00019005108
-0.00021797515,-1.6861439e-05,-0.00020546294
-0.00048409274,-1.3809681e-05,-0.00048241427
-5.8671e-05,-2.037096e-05,-8.247471e-05
0.0004448767,-1.6708851e-05,0.0003986416
0.0002822156,-1.2588978e-05,0.00024315262
-0.00015480281,-1.07579235e-05,-0.00019630718
-0.0004734111,-1.319933e-05,-0.0005059128
-0.00012214851,-2.0218373e-05,-0.00016731549
0.00043007566,-1.24363905e-05,0.00038048366
0.0003398948,-1.2131215e-05,0.00029076054
-9.315634e-05,-1.5488149e-05,-0.0001262684
-0.0004499121,-1.823473e-05,-0.00047646285
-0.00018318463,-2.1133901e-05,-0.0002173648
0.0004047451,-2.0218373e-05,0.0003545432
0.00038536647,-1.6708851e-05,0.00034264138
-3.3035758e-05,-1.7776967e-05,-6.157017e-05
-0.00042381955,-1.7014028e-05,-0.0004460974
-0.00025276566,-1.9913197e-05,-0.00027611208
0.0003649192,-2.2812368e-05,0.00032585624
0.00041756345,-1.3657093e-05,0.00038567162
2.1439077e-05,-1.07579235e-05,4.196167e-06
-0.0003986416,-9.07898e-06,-0.00040657664
-0.0003086138,-1.2741566e-05,-0.00032509377
0.0003083086,-2.0676138e-05,0.00028114748
0.00044411374,-1.4267445e-05,0.00042397215
7.515049e-05,-1.24363905e-05,6.538487e-05
-0.00036263088,-1.8692494e-05,-0.00036156274
-0.00035530617,-2.0676138e-05,-0.0003533225
0.00024650956,-1.6708851e-05,0.00023460771
0.00046318772,-1.6708851e-05,0.00045418504
0.00012809945,-1.7929555e-05,0.00013511849
